time,servertime,latitude,longitude,HDT,SOG,COG,TWA,TWD,Heel,Trim Fore / Aft,VMG,GPS Satellites,GPS HAcc,Battery Charge,Battery 1 Voltage,Battery 1 Temperature,SOG_kts,VMG_kts,Fase,Regatista
2026-09-22 17:51:51.800,2026-09-22 17:32:44.496,37.745439,-0.824749,123.36,5.634492,147.55,-13.11,134.45,8.33,-79.5,5.487796,16,0.4829,55,3.809,-241.5,10.95255092928,10.66739737664,Transición,2026-09-22-Alexkite
2026-09-22 17:51:52.800,2026-09-22 17:32:44.496,37.745435,-0.824691,98.8,4.688585,116.27,18.18,134.45,30.28,-68.39,4.454473,16,0.448,55,3.809,-241.1,9.1138590664,8.65878279632,Transición,2026-09-22-Alexkite
2026-09-22 17:51:53.800,2026-09-22 17:32:44.496,37.745443,-0.82463,89.07,5.150692,90.33,44.12,134.45,52.36,-46.8,3.697368,16,0.428,55,3.807,-241.4,10.012121137280001,7.18709181312,Transición,2026-09-22-Alexkite
2026-09-22 17:51:54.800,2026-09-22 17:32:44.496,37.745455,-0.824551,12.31,5.979804,75.88,58.56,134.45,63.33,-49.63,3.118708,16,0.4189,55,3.807,-241.4,11.62378220736,6.06226935872,Transición,2026-09-22-Alexkite
2026-09-22 17:51:55.799,2026-09-22 17:32:44.496,37.745469,-0.824462,41.6,7.37142,78.09,56.35,134.45,69.52,-37.59,4.084038,15,0.4158,55,3.809,-241.4,14.328861052799999,7.938716425919999,Transición,2026-09-22-Alexkite
2026-09-22 17:51:56.799,2026-09-22 17:32:44.496,37.745479,-0.824367,7.36,8.001916,78.98,55.47,134.45,71.67,-37.38,4.535276,16,0.4128,55,3.809,-241.2,15.55444439744,8.81585089984,Transición,2026-09-22-Alexkite
2026-09-22 17:51:57.799,2026-09-22 17:32:44.497,37.745487,-0.824262,6.43,8.60479,82.92,51.54,134.45,75.92,-31.7,5.352624,16,0.4138,55,3.809,-241.5,16.7263349936,10.404644636159999,Transición,2026-09-22-Alexkite
2026-09-22 17:51:58.799,2026-09-22 17:32:44.497,37.745491,-0.824151,7.37,9.412321,85.71,48.75,134.45,75.39,-31.6,6.206912,16,0.4209,55,3.809,-241.4,18.29604605264,12.06524382208,Ceñida,2026-09-22-Alexkite
2026-09-22 17:51:59.799,2026-09-22 17:32:44.497,37.745498,-0.824036,8.78,9.823973,86.87,47.58,134.45,77.72,-32.13,6.626842,16,0.4229,55,3.811,-241.2,19.096231676320002,12.88152055328,Ceñida,2026-09-22-Alexkite
2026-09-22 17:52:00.799,2026-09-22 17:32:44.497,37.745508,-0.823921,7.41,9.979313,85.97,48.48,134.45,77.34,-32.72,6.615225,16,0.4209,55,3.811,-241.5,19.398187781919997,12.858938964,Ceñida,2026-09-22-Alexkite
2026-09-22 17:52:01.799,2026-09-22 17:32:44.497,37.745529,-0.823802,2.36,10.16132,82.99,51.46,134.45,75.85,-37.26,6.330616,16,0.4238,55,3.811,-241.2,19.7519802688,12.30570460544,Ceñida,2026-09-22-Alexkite
2026-09-22 17:52:02.799,2026-09-22 17:32:44.497,37.745565,-0.823682,23.03,10.98818,75.19,59.26,134.45,26.23,-71.69,5.61707,16,0.4048,55,3.809,-241.2,21.359263811199998,10.9186853488,Ceñida,2026-09-22-Alexkite
2026-09-22 17:52:03.799,2026-09-22 17:32:44.498,37.745636,-0.823592,58.43,11.34399,59.5,74.94,134.45,-4.35,-71.73,2.946657,16,0.3879,55,3.809,-241.2,22.0509015216,5.72782974288,Través,2026-09-22-Alexkite
2026-09-22 17:52:04.799,2026-09-22 17:32:44.498,37.745739,-0.82355,26.2,11.44931,41.49,92.97,134.45,12.68,-70.11,-0.5927565,16,0.376,55,3.809,-241.4,22.2556267504,-1.15222379496,Través,2026-09-22-Alexkite
2026-09-22 17:52:05.799,2026-09-22 17:32:44.498,37.745845,-0.823527,15.99,11.93198,19.16,115.29,134.45,34.36,-71.57,-5.097505,16,0.366,54,3.807,-241.5,23.193860003199998,-9.9087341192,Popa,2026-09-22-Alexkite
2026-09-22 17:52:06.799,2026-09-22 17:32:44.498,37.745955,-0.82352,14.55,11.89265,7.86,126.6,134.45,47.62,-67.13,-7.090274,16,0.3608,55,3.809,-241.4,23.117408776,-13.78235821216,Popa,2026-09-22-Alexkite
2026-09-22 17:52:07.799,2026-09-22 17:32:44.498,37.746071,-0.823518,349.86,12.58066,1.24,133.21,134.45,51.27,-63.74,-8.613314,16,0.3608,55,3.809,-241.4,24.4547901344,-16.74290428576,Popa,2026-09-22-Alexkite
2026-09-22 17:52:08.799,2026-09-22 17:32:44.499,37.74619,-0.82352,351.65,12.90036,0.81,133.64,134.45,37.6,-75.93,-8.903728,16,0.3608,55,3.811,-241.4,25.076235782399998,-17.30742263552,Popa,2026-09-22-Alexkite
2026-09-22 17:52:09.799,2026-09-22 17:32:44.499,37.746307,-0.82353,7.2,13.20306,358.91,135.54,134.45,28.87,-76.29,-9.423071,16,0.3569,55,3.809,-241.2,25.6646361504,-18.31694233264,Popa,2026-09-22-Alexkite
2026-09-22 17:52:10.799,2026-09-22 17:32:44.499,37.746412,-0.823553,2.16,12.62465,353.41,141.05,134.45,30.3,-76.08,-9.817769,16,0.3579,55,3.811,-241.2,24.540299656000002,-19.08417209296,Popa,2026-09-22-Alexkite
2026-09-22 17:52:11.799,2026-09-22 17:32:44.499,37.746507,-0.823593,358.97,11.43898,347.4,147.06,134.45,2.1,-77.34,-9.599178,16,0.356,55,3.807,-241.4,22.2355468832,-18.65926616352,Popa,2026-09-22-Alexkite
2026-09-22 17:52:12.499,2026-09-22 17:32:44.499,37.746564,-0.823628,344.64,11.01336,340.83,153.63,134.45,-16.64,-76.39,-9.866992,15,0.356,55,3.807,-241.4,21.4082097024,-19.17985372928,Popa,2026-09-22-Alexkite
2026-09-22 17:52:13.799,2026-09-22 17:32:44.499,37.746646,-0.823717,333.23,9.880489,328.07,166.38,134.45,-25.47,-71.31,-9.60278,16,0.3669,55,3.811,-241.4,19.206089737760003,-18.6662678752,Popa,2026-09-22-Alexkite
2026-09-22 17:52:14.799,2026-09-22 17:32:44.5,37.746685,-0.8238,313.35,8.694394,307.52,-173.06,134.45,-27.27,-69.52,-8.630701,16,0.3779,55,3.807,-241.2,16.900510832960002,-16.77670183184,Transición,2026-09-22-Alexkite
2026-09-22 17:52:15.799,2026-09-22 17:32:44.5,37.746716,-0.823887,303.76,8.220556,297.15,-162.69,134.45,-31.38,-71.31,-7.848195,16,0.3899,54,3.807,-241.2,15.97944557504,-15.2556353688,Transición,2026-09-22-Alexkite
2026-09-22 17:52:16.599,2026-09-22 17:32:44.5,37.746734,-0.823968,297.41,8.56714,293.68,-159.23,134.45,-37.61,-70.79,-8.010566,16,0.4019,55,3.807,-241.4,16.6531494176,-15.571258613440001,Transición,2026-09-22-Alexkite
2026-09-22 17:52:17.799,2026-09-22 17:32:44.5,37.746748,-0.824108,285.97,9.788608,282.36,-147.9,134.45,-32.02,-72.05,-8.292174,16,0.4009,55,3.809,-241.4,19.02748777472,-16.11865950816,Popa,2026-09-22-Alexkite
2026-09-22 17:52:18.799,2026-09-22 17:32:44.5,37.746756,-0.82424,281.35,10.89321,274.93,-140.49,134.45,-45.75,-63.22,-8.403342,16,0.3928,55,3.809,-241.1,21.1746573264,-16.33475231328,Popa,2026-09-22-Alexkite
2026-09-22 17:52:19.799,2026-09-22 17:32:44.501,37.746761,-0.824376,285.8,11.75088,273.27,-138.82,134.45,-32.62,-71.89,-8.84408,16,0.397,55,3.811,-241.2,22.8418305792,-17.1914764672,Popa,2026-09-22-Alexkite
2026-09-22 17:52:20.699,2026-09-22 17:32:44.501,37.74677,-0.824504,279.39,12.23658,274.77,-140.32,134.45,-38.49,-74.35,-9.417148,16,0.4019,55,3.809,-241.4,23.7859536672,-18.305428968319998,Popa,2026-09-22-Alexkite
2026-09-22 17:52:21.799,2026-09-22 17:32:44.501,37.746783,-0.824665,276.55,12.61924,275.19,-140.74,134.45,-34.86,-74.84,-9.770797,16,0.4028,55,3.809,-241.4,24.5297834816,-18.99286604048,Popa,2026-09-22-Alexkite
2026-09-22 17:52:22.799,2026-09-22 17:32:44.501,37.746798,-0.824816,277.83,13.06143,276.96,-142.51,134.45,-37.94,-77.77,-10.36367,16,0.4048,55,3.809,-241.5,25.389330091199998,-20.1453162928,Popa,2026-09-22-Alexkite
2026-09-22 17:52:23.799,2026-09-22 17:32:44.501,37.74681,-0.824967,274.82,13.43743,276.36,-141.91,134.45,-40.66,-79.32,-10.57576,16,0.4158,55,3.811,-241.5,26.120213931200002,-20.5575853184,Popa,2026-09-22-Alexkite
2026-09-22 17:52:24.799,2026-09-22 17:32:44.502,37.746826,-0.825121,273.83,13.49189,276.8,-142.34,134.45,-42.07,-80.16,-10.6809,16,0.418,55,3.807,-241.2,26.2260754576,-20.761960656,Popa,2026-09-22-Alexkite
2026-09-22 17:52:25.799,2026-09-22 17:32:44.502,37.746842,-0.825276,272.23,13.66786,277.5,-143.05,134.45,-41.4,-80.54,-10.92202,16,0.4268,55,3.809,-241.2,26.568132982399998,-21.2306593568,Popa,2026-09-22-Alexkite
2026-09-22 17:52:26.799,2026-09-22 17:32:44.502,37.746857,-0.825427,290.49,13.50024,277.3,-142.85,134.45,-36.08,-79.72,-10.76026,16,0.429,55,3.809,-241.2,26.2423065216,-20.9162237984,Popa,2026-09-22-Alexkite
2026-09-22 17:52:27.799,2026-09-22 17:32:44.502,37.746876,-0.825579,274.62,13.5224,278.31,-143.86,134.45,-63.39,-56.34,-10.92102,16,0.429,55,3.811,-241.2,26.285382016,-21.2287155168,Popa,2026-09-22-Alexkite
2026-09-22 17:52:28.799,2026-09-22 17:32:44.502,37.74689,-0.825732,305.96,13.51768,277.96,-143.51,134.45,-54.35,-68.7,-10.86731,16,0.4329,55,3.809,-241.4,26.2762070912,-21.1243118704,Popa,2026-09-22-Alexkite
2026-09-22 17:52:29.799,2026-09-22 17:32:44.502,37.746901,-0.825882,307.04,13.48661,276.34,-141.88,134.45,-41.87,-79.17,-10.61014,16,0.4348,55,3.809,-241.2,26.2158119824,-20.6244145376,Popa,2026-09-22-Alexkite
2026-09-22 17:52:30.799,2026-09-22 17:32:44.503,37.746913,-0.826033,268.83,13.36135,275.82,-141.37,134.45,-41.68,-81.86,-10.43661,16,0.4319,55,3.811,-241.2,25.972326584,-20.2870999824,Popa,2026-09-22-Alexkite
2026-09-22 17:52:31.799,2026-09-22 17:32:44.503,37.746922,-0.826183,300.06,13.29666,275.19,-140.74,134.45,-49.8,-75.23,-10.29529,16,0.438,55,3.809,-241.1,25.8465795744,-20.0123965136,Popa,2026-09-22-Alexkite
2026-09-22 17:52:32.799,2026-09-22 17:32:44.503,37.746933,-0.826332,270.23,13.19526,274.51,-140.06,134.45,-42.49,-82.83,-10.11717,16,0.4468,55,3.809,-241.4,25.6494741984,-19.6661597328,Popa,2026-09-22-Alexkite
2026-09-22 17:52:33.799,2026-09-22 17:32:44.503,37.746945,-0.82648,265.54,13.22001,275.79,-141.33,134.45,-38.56,-81.91,-10.32267,16,0.4438,55,3.809,-241.5,25.6975842384,-20.0656188528,Popa,2026-09-22-Alexkite
2026-09-22 17:52:34.799,2026-09-22 17:32:44.503,37.746967,-0.826629,269.01,13.08404,277.83,-143.38,134.45,-40.89,-82.03,-10.50064,16,0.4338,55,3.809,-241.5,25.4332803136,-20.4115640576,Popa,2026-09-22-Alexkite
2026-09-22 17:52:35.799,2026-09-22 17:32:44.503,37.746985,-0.826781,306.17,13.56863,280.32,-145.87,134.45,-53.75,-70.59,-11.23192,16,0.4238,55,3.807,-241.5,26.3752457392,-21.8330553728,Popa,2026-09-22-Alexkite
2026-09-22 17:52:36.799,2026-09-22 17:32:44.504,37.747006,-0.826934,278.7,13.60573,278.35,-143.9,134.45,-51.4,-70.02,-10.99302,16,0.4248,55,3.809,-241.5,26.447362203199997,-21.3686719968,Popa,2026-09-22-Alexkite
2026-09-22 17:52:37.699,2026-09-22 17:32:44.504,37.747024,-0.827073,300.95,13.69499,279.46,-145.0,134.45,-44.49,-80.5,-11.21869,16,0.4248,55,3.809,-241.4,26.6208693616,-21.8073383696,Popa,2026-09-22-Alexkite
2026-09-22 17:52:38.799,2026-09-22 17:32:44.504,37.747043,-0.827241,304.98,13.70194,279.04,-144.58,134.45,-60.03,-65.46,-11.16717,16,0.4329,55,3.807,-241.4,26.6343790496,-21.707191732800002,Popa,2026-09-22-Alexkite
2026-09-22 17:52:39.799,2026-09-22 17:32:44.504,37.747063,-0.827396,286.62,13.65226,278.29,-143.84,134.45,-42.72,-81.77,-11.02195,16,0.429,55,3.809,-241.2,26.5378090784,-21.424907288,Popa,2026-09-22-Alexkite
2026-09-22 17:52:40.799,2026-09-22 17:32:44.505,37.747078,-0.82755,310.89,13.85539,278.8,-144.35,134.45,-48.3,-78.41,-11.2586,16,0.4338,55,3.807,-241.4,26.9326612976,-21.884917024,Popa,2026-09-22-Alexkite
2026-09-22 17:52:41.799,2026-09-22 17:32:44.505,37.7471,-0.827699,305.26,13.60968,277.06,-142.61,134.45,-47.08,-74.46,-10.81334,16,0.439,55,3.809,-241.1,26.455040371200003,-21.0194028256,Popa,2026-09-22-Alexkite
2026-09-22 17:52:42.799,2026-09-22 17:32:44.505,37.747121,-0.827846,276.71,13.3599,279.7,-145.24,134.45,-36.78,-82.36,-10.97655,16,0.4268,55,3.811,-241.5,25.969508016,-21.336656952,Popa,2026-09-22-Alexkite
2026-09-22 17:52:43.799,2026-09-22 17:32:44.505,37.747145,-0.827995,272.51,13.35847,281.16,-146.7,134.45,-36.94,-82.13,-11.16625,16,0.4199,55,3.809,-241.4,25.966728324800002,-21.705403399999998,Popa,2026-09-22-Alexkite
2026-09-22 17:52:44.799,2026-09-22 17:32:44.505,37.747175,-0.828142,273.63,13.28285,282.49,-148.03,134.45,-42.88,-83.66,-11.26845,16,0.4148,55,3.809,-241.4,25.819735144,-21.904063848,Popa,2026-09-22-Alexkite
2026-09-22 17:52:45.799,2026-09-22 17:32:44.506,37.747205,-0.828286,299.94,13.33777,284.88,-150.43,134.45,-40.5,-81.35,-11.6005,16,0.4148,55,3.811,-241.2,25.926490836800003,-22.54951592,Popa,2026-09-22-Alexkite
2026-09-22 17:52:46.799,2026-09-22 17:32:44.506,37.747244,-0.828425,278.71,13.08388,286.59,-152.13,134.45,-36.78,-82.38,-11.56652,16,0.4089,55,3.811,-241.4,25.4329692992,-22.4834642368,Popa,2026-09-22-Alexkite
2026-09-22 17:52:47.799,2026-09-22 17:32:44.506,37.74728,-0.828564,279.3,13.02338,289.54,-155.09,134.45,-39.15,-82.7,-11.81206,16,0.4109,55,3.809,-241.4,25.3153669792,-22.9607547104,Popa,2026-09-22-Alexkite
2026-09-22 17:52:48.799,2026-09-22 17:32:44.506,37.747318,-0.828698,277.76,12.67224,288.16,-153.71,134.45,-41.74,-83.67,-11.36153,16,0.4128,55,3.807,-241.5,24.6328070016,-22.0849964752,Popa,2026-09-22-Alexkite
2026-09-22 17:52:49.799,2026-09-22 17:32:44.506,37.747348,-0.828826,278.49,12.45774,289.64,-155.19,134.45,-38.17,-84.33,-11.30731,16,0.4209,55,3.809,-241.4,24.215853321599997,-21.9796014704,Popa,2026-09-22-Alexkite
2026-09-22 17:52:50.799,2026-09-22 17:32:44.507,37.747377,-0.828939,275.68,11.47328,286.95,-152.49,134.45,-22.14,-80.53,-10.17626,16,0.4128,55,3.809,-241.4,22.3022205952,-19.781021238399997,Popa,2026-09-22-Alexkite
2026-09-22 17:52:51.799,2026-09-22 17:32:44.507,37.747416,-0.829042,282.13,10.0309,290.77,-156.32,134.45,7.7,-80.74,-9.18644,16,0.4019,55,3.809,-241.5,19.498464656000003,-17.856969529599997,Popa,2026-09-22-Alexkite
2026-09-22 17:52:52.799,2026-09-22 17:32:44.507,37.747476,-0.829113,301.3,9.845151,302.43,-167.98,134.45,23.12,-78.53,-9.629017,16,0.387,55,3.811,-241.2,19.13739831984,-18.71726840528,Popa,2026-09-22-Alexkite
2026-09-22 17:52:53.499,2026-09-22 17:32:44.507,37.747528,-0.829135,330.47,9.119449,319.74,174.71,134.45,14.07,-79.05,-9.080574,16,0.376,55,3.809,-241.5,17.72674974416,-17.65118296416,Popa,2026-09-22-Alexkite
2026-09-22 17:52:54.799,2026-09-22 17:32:44.508,37.747614,-0.829186,332.4,8.337039,339.08,155.37,134.45,24.91,-77.13,-7.578697,16,0.3628,55,3.807,-241.2,16.205869889760002,-14.73177437648,Transición,2026-09-22-Alexkite
2026-09-22 17:52:55.799,2026-09-22 17:32:44.508,37.747686,-0.829226,327.37,8.267906,331.24,163.22,134.45,31.45,-75.47,-7.91555,16,0.3579,55,3.811,-241.2,16.07148639904,-15.386562712,Transición,2026-09-22-Alexkite
2026-09-22 17:52:56.699,2026-09-22 17:32:44.508,37.74776,-0.829251,339.65,8.886601,338.62,155.83,134.45,30.81,-73.89,-8.107862,16,0.3618,55,3.809,-241.4,17.27413048784,-15.760386470080002,Popa,2026-09-22-Alexkite
2026-09-22 17:52:57.599,2026-09-22 17:32:44.508,37.747839,-0.829262,349.44,9.517142,346.94,147.52,134.45,33.81,-75.37,-8.028028,16,0.366,55,3.809,-241.4,18.49980130528,-15.605201947520001,Popa,2026-09-22-Alexkite
2026-09-22 17:52:58.799,2026-09-22 17:32:44.509,37.747946,-0.829254,358.45,9.909127,358.45,136.0,134.45,24.57,-73.84,-7.128278,16,0.3638,55,3.809,-241.5,19.26175742768,-13.85623190752,Popa,2026-09-22-Alexkite
2026-09-22 17:52:59.799,2026-09-22 17:32:44.509,37.748031,-0.829236,1.87,9.727979,5.9,128.55,134.45,22.96,-75.52,-6.062798,16,0.3589,55,3.811,-241.4,18.909634699359998,-11.785109264319999,Popa,2026-09-22-Alexkite
2026-09-22 17:53:00.799,2026-09-22 17:32:44.509,37.748108,-0.829194,11.54,9.409167,15.23,119.23,134.45,25.43,-77.36,-4.593627,16,0.3569,55,3.807,-241.4,18.28991518128,-8.92927590768,Popa,2026-09-22-Alexkite
2026-09-22 17:53:01.699,2026-09-22 17:32:44.509,37.748168,-0.829139,23.97,9.257762,28.19,106.26,134.45,21.01,-73.08,-2.592663,16,0.3499,55,3.809,-241.4,17.99560808608,-5.03972204592,Través,2026-09-22-Alexkite
