time,servertime,latitude,longitude,"HDT - Heading True","SOG - Speed over Ground","COG - Course over Ground","TWA - True Wind Angle","TWD - True Wind Direction",Heel,"Trim Fore / Aft","VMG - Velocity Made Good","GPS Satellites","GPS HAcc","Battery Charge","Battery 1 Voltage","Battery 1 Temperature"
"2026-09-22 14:05:08.699","2026-09-22 17:32:41.16",37.756723,-0.826505,355.79,0.02902245,355.79,,,88.06,11.23,,7,8.266,68,3.891,-242.2
"2026-09-22 14:05:09.699","2026-09-22 17:32:41.16",37.756724,-0.826574,355.84,0.03258462,355.84,,,88.06,11.23,,8,4.207,69,3.9,-242.5
"2026-09-22 14:05:10.699","2026-09-22 17:32:41.161",37.756731,-0.826585,355.72,0.02897071,355.72,,,88.04,11.21,,8,3.158,69,3.902,-242.2
"2026-09-22 14:05:11.699","2026-09-22 17:32:41.161",37.756735,-0.826588,355.75,0.0556801,355.75,,,88.04,11.21,,8,2.648,66,3.885,-242.1
"2026-09-22 14:05:12.699","2026-09-22 17:32:41.162",37.756737,-0.826589,355.78,0.04323536,355.78,,,88.05,11.22,,8,2.336,66,3.879,-242.1
"2026-09-22 14:05:13.699","2026-09-22 17:32:41.162",37.756738,-0.826590,355.68,0.02109795,355.68,,,88.05,11.23,,8,2.129,66,3.879,-242.2
"2026-09-22 14:05:14.699","2026-09-22 17:32:41.162",37.756739,-0.826591,355.52,0.01683865,355.52,,,88.04,11.24,,8,1.974,65,3.875,-242.1
"2026-09-22 14:05:15.699","2026-09-22 17:32:41.163",37.756739,-0.826591,355.52,0.02157593,355.52,,,88.04,11.23,,8,1.842,66,3.879,-242.1
"2026-09-22 14:05:16.699","2026-09-22 17:32:41.163",37.756741,-0.826591,355.59,0.02056716,355.59,,,88.05,11.21,,8,1.736,66,3.881,-242.1
"2026-09-22 14:05:17.699","2026-09-22 17:32:41.164",37.756741,-0.826591,355.55,0.01569265,355.55,,,88.03,11.17,,8,1.646,64,3.871,-242
"2026-09-22 14:05:18.699","2026-09-22 17:32:41.164",37.756743,-0.826591,355.43,0.02330793,355.43,,,88.01,11.2,,8,1.557,65,3.875,-242
"2026-09-22 14:05:19.699","2026-09-22 17:32:41.164",37.756744,-0.826592,355.43,0.02131251,355.43,,,88.03,11.2,,8,1.482,66,3.883,-242
"2026-09-22 14:05:20.699","2026-09-22 17:32:41.165",37.756745,-0.826592,355.54,0.04919071,355.54,,,88.03,11.21,,8,1.413,65,3.875,-242
"2026-09-22 14:05:21.699","2026-09-22 17:32:41.165",37.756745,-0.826592,355.66,0.02773484,355.66,,,88.04,11.23,,8,1.358,65,3.877,-241.9
"2026-09-22 14:05:22.699","2026-09-22 17:32:41.166",37.756746,-0.826593,355.93,0.01606624,355.93,,,88.04,11.23,,8,1.308,65,3.875,-242.1
"2026-09-22 14:05:23.699","2026-09-22 17:32:41.166",37.756747,-0.826593,355.99,0.02388457,355.99,,,88.03,11.2,,8,1.264,66,3.879,-242
"2026-09-22 14:05:24.699","2026-09-22 17:32:41.167",37.756751,-0.826591,355.56,0.03383947,355.56,,,88.01,11.2,,10,1.211,66,3.879,-242
"2026-09-22 14:05:25.699","2026-09-22 17:32:41.167",37.756753,-0.826588,355.3,0.03201243,355.3,,,88.01,11.22,,10,1.159,65,3.875,-242
"2026-09-22 14:05:26.699","2026-09-22 17:32:41.167",37.756755,-0.826586,355.39,0.02850485,355.39,,,88.04,11.21,,10,1.116,66,3.879,-241.8
"2026-09-22 14:05:27.699","2026-09-22 17:32:41.168",37.756757,-0.826585,355.46,0.03508836,355.46,,,88.08,11.21,,10,1.08,66,3.879,-241.8
"2026-09-22 14:05:28.699","2026-09-22 17:32:41.168",37.756759,-0.826584,355.68,0.02263121,355.68,,,88.07,11.23,,10,1.05,68,3.893,-241.6
"2026-09-22 14:05:29.699","2026-09-22 17:32:41.169",37.756760,-0.826583,355.78,0.019831,355.78,,,88.05,11.23,,10,1.021,66,3.879,-241.9
"2026-09-22 14:05:30.699","2026-09-22 17:32:41.169",37.756761,-0.826582,355.63,0.02781441,355.63,,,88.04,11.2,,12,0.9697,65,3.873,-241.6
"2026-09-22 14:05:31.699","2026-09-22 17:32:41.17",37.756762,-0.826582,355.57,0.01843762,355.57,,,88.01,11.2,,12,0.9238,66,3.885,-241.9
"2026-09-22 14:05:32.699","2026-09-22 17:32:41.17",37.756763,-0.826581,355.63,0.03006253,355.63,,,88.01,11.2,,12,0.8887,66,3.883,-241.6
"2026-09-22 14:05:33.699","2026-09-22 17:32:41.171",37.756763,-0.826581,355.65,0.029088,355.65,,,88.04,11.21,,13,0.8608,66,3.879,-241.8
"2026-09-22 14:05:34.699","2026-09-22 17:32:41.171",37.756764,-0.826580,355.56,0.03788162,355.56,,,88.05,11.22,,13,0.8359,66,3.883,-241.8
"2026-09-22 14:05:35.699","2026-09-22 17:32:41.172",37.756765,-0.826580,355.77,0.01817622,355.77,,,88.06,11.2,,14,0.814,67,3.891,-241.8
"2026-09-22 14:05:36.699","2026-09-22 17:32:41.172",37.756766,-0.826580,355.93,0.03428081,355.93,,,88.05,11.18,,15,0.7959,68,3.893,-241.8
"2026-09-22 14:05:37.699","2026-09-22 17:32:41.172",37.756766,-0.826580,355.83,0.0317908,355.83,,,88.06,11.22,,15,0.7778,66,3.881,-241.6
"2026-09-22 14:05:38.699","2026-09-22 17:32:41.173",37.756767,-0.826580,355.85,0.01759482,355.85,,,88.06,11.23,,15,0.7627,68,3.893,-241.6
"2026-09-22 14:05:39.699","2026-09-22 17:32:41.173",37.756767,-0.826580,355.72,0.02442367,355.72,,,88.04,11.21,,15,0.7476,67,3.891,-241.5
"2026-09-22 14:05:40.599","2026-09-22 17:32:41.174",37.756767,-0.826580,355.68,0.02803055,355.68,,,88.05,11.21,,15,0.731,66,3.881,-241.6
"2026-09-22 14:05:41.699","2026-09-22 17:32:41.174",37.756767,-0.826580,355.69,0.02747939,355.69,,,88.05,11.2,,15,0.7119,65,3.875,-241.6
"2026-09-22 14:05:42.699","2026-09-22 17:32:41.174",37.756767,-0.826580,355.77,0.02652804,355.77,,,88,11.22,,15,0.6968,66,3.883,-241.5
"2026-09-22 14:05:43.699","2026-09-22 17:32:41.175",37.756768,-0.826580,355.78,0.02498353,355.78,,,88,11.21,,15,0.6836,65,3.877,-241.5
"2026-09-22 14:05:44.699","2026-09-22 17:32:41.175",37.756768,-0.826580,355.52,0.01780511,355.52,,,87.99,11.2,,15,0.6719,66,3.881,-241.5
"2026-09-22 14:05:45.699","2026-09-22 17:32:41.176",37.756768,-0.826580,355.5,0.02175227,355.5,,,88.03,11.21,,15,0.6606,66,3.881,-241.4
"2026-09-22 14:05:46.699","2026-09-22 17:32:41.176",37.756768,-0.826580,355.7,0.03023705,355.7,,,88.04,11.22,,15,0.6499,66,3.883,-241.5
"2026-09-22 14:05:47.699","2026-09-22 17:32:41.176",37.756768,-0.826580,355.73,0.0234524,355.73,,,88.03,11.23,,15,0.6406,65,3.877,-241.5
"2026-09-22 14:05:48.699","2026-09-22 17:32:41.177",37.756769,-0.826581,355.68,0.0217435,355.68,,,88.01,11.24,,15,0.6318,65,3.877,-241.5
"2026-09-22 14:05:49.699","2026-09-22 17:32:41.177",37.756769,-0.826581,355.77,0.0186511,355.77,,,88.03,11.21,,15,0.6235,65,3.877,-241.5
"2026-09-22 14:05:50.699","2026-09-22 17:32:41.177",37.756769,-0.826581,355.76,0.0205933,355.76,,,88.04,11.2,,15,0.6157,65,3.875,-241.4
"2026-09-22 14:05:51.699","2026-09-22 17:32:41.178",37.756769,-0.826581,355.75,0.03078781,355.75,,,88.04,11.21,,15,0.6089,65,3.871,-241.4
"2026-09-22 14:05:52.699","2026-09-22 17:32:41.178",37.756769,-0.826581,355.83,0.02643317,355.83,,,88.04,11.24,,15,0.6016,68,3.895,-241.4
"2026-09-22 14:05:53.699","2026-09-22 17:32:41.179",37.756769,-0.826581,355.72,0.02868994,355.72,,,88.05,11.23,,14,0.5957,68,3.895,-241.4
"2026-09-22 14:05:54.699","2026-09-22 17:32:41.179",37.756769,-0.826581,355.87,0.02048287,355.87,,,88.05,11.23,,14,0.5908,66,3.879,-241.4
"2026-09-22 14:05:55.699","2026-09-22 17:32:41.179",37.756769,-0.826581,355.84,0.02680268,355.84,,,88.04,11.24,,14,0.5859,67,3.887,-241.4
"2026-09-22 14:05:56.699","2026-09-22 17:32:41.18",37.756769,-0.826582,355.73,0.02352403,355.73,,,88.01,11.24,,14,0.5806,67,3.887,-241.2
"2026-09-22 14:05:57.699","2026-09-22 17:32:41.18",37.756769,-0.826582,355.76,0.0177366,355.76,,,88.04,11.24,,14,0.5767,66,3.879,-241.2
"2026-09-22 14:05:58.699","2026-09-22 17:32:41.18",37.756770,-0.826582,355.43,0.02599601,355.43,,,88.04,11.23,,14,0.5747,66,3.881,-241.4
"2026-09-22 14:05:59.699","2026-09-22 17:32:41.181",37.756770,-0.826582,355.4,0.01556925,355.4,,,88.03,11.21,,14,0.5728,65,3.877,-241.2
"2026-09-22 14:06:00.699","2026-09-22 17:32:41.181",37.756770,-0.826582,355.46,0.02087606,355.46,,,88.03,11.23,,14,0.5708,67,3.891,-241.1
"2026-09-22 14:06:01.699","2026-09-22 17:32:41.181",37.756770,-0.826582,355.67,0.01837591,355.67,,,88.03,11.23,,13,0.5688,66,3.881,-241.4
"2026-09-22 14:06:02.699","2026-09-22 17:32:41.182",37.756770,-0.826583,355.52,0.03244669,355.52,,,88.05,11.26,,13,0.5679,65,3.877,-241.2
"2026-09-22 14:06:03.699","2026-09-22 17:32:41.182",37.756770,-0.826583,355.8,0.02981449,355.8,,,88.04,11.24,,13,0.5679,65,3.877,-241.1
"2026-09-22 14:06:04.699","2026-09-22 17:32:41.182",37.756770,-0.826583,355.84,0.02390858,355.84,,,88.01,11.24,,13,0.5669,66,3.879,-241.1
"2026-09-22 14:06:05.699","2026-09-22 17:32:41.183",37.756770,-0.826583,355.84,0.01489667,355.84,,,88,11.22,,13,0.5659,65,3.873,-241.2
"2026-09-22 14:06:06.699","2026-09-22 17:32:41.183",37.756770,-0.826583,355.91,0.02090632,355.91,,,88.03,11.22,,13,0.5649,65,3.877,-241.2
"2026-09-22 14:06:07.699","2026-09-22 17:32:41.183",37.756770,-0.826583,355.87,0.01700933,355.87,,,88.04,11.22,,13,0.5649,66,3.881,-241.2
"2026-09-22 14:06:08.699","2026-09-22 17:32:41.186",37.756770,-0.826583,355.79,0.02380731,355.79,,,88.03,11.21,,14,0.564,65,3.875,-241
"2026-09-22 14:06:09.699","2026-09-22 17:32:41.186",37.756770,-0.826583,355.7,0.01705918,355.7,,,88.03,11.22,,14,0.564,66,3.881,-241
"2026-09-22 14:06:10.699","2026-09-22 17:32:41.187",37.756769,-0.826583,355.76,0.02807402,355.76,,,88.01,11.22,,14,0.563,66,3.879,-241.1
"2026-09-22 14:06:11.699","2026-09-22 17:32:41.187",37.756769,-0.826582,355.69,0.02505735,355.69,,,88.01,11.25,,14,0.5615,65,3.877,-241.1
"2026-09-22 14:06:12.699","2026-09-22 17:32:41.187",37.756769,-0.826582,355.76,0.01997686,355.76,,,88.05,11.25,,14,0.5615,64,3.871,-241.1
"2026-09-22 14:06:13.699","2026-09-22 17:32:41.188",37.756769,-0.826582,355.68,0.02473929,355.68,,,88.03,11.25,,14,0.5605,65,3.875,-241
"2026-09-22 14:06:14.699","2026-09-22 17:32:41.188",37.756768,-0.826582,355.7,0.0156647,355.7,,,88.03,11.23,,14,0.5605,67,3.887,-241
"2026-09-22 14:06:15.699","2026-09-22 17:32:41.188",37.756768,-0.826582,355.72,0.01823469,355.72,,,88.03,11.22,,14,0.5605,65,3.879,-241.2
"2026-09-22 14:06:16.699","2026-09-22 17:32:41.188",37.756768,-0.826582,355.77,0.0142069,355.77,,,88.03,11.24,,14,0.5596,68,3.893,-241
"2026-09-22 14:06:17.699","2026-09-22 17:32:41.189",37.756768,-0.826582,355.75,0.0246712,355.75,,,88.01,11.25,,14,0.5596,66,3.883,-240.9
"2026-09-22 14:06:18.699","2026-09-22 17:32:41.189",37.756768,-0.826582,355.61,0.02114244,355.61,,,88,11.27,,14,0.5586,68,3.896,-241
"2026-09-22 14:06:19.699","2026-09-22 17:32:41.189",37.756768,-0.826582,355.59,0.01528923,355.59,,,88.03,11.24,,14,0.5615,66,3.881,-241.1
"2026-09-22 14:06:20.699","2026-09-22 17:32:41.19",37.756768,-0.826582,355.63,0.04085176,355.63,,,88.04,11.24,,14,0.5669,65,3.875,-241
"2026-09-22 14:06:21.599","2026-09-22 17:32:41.19",37.756767,-0.826581,355.5,0.05850065,355.51,,,88.06,11.24,,14,0.5718,65,3.877,-240.9
"2026-09-22 14:06:22.699","2026-09-22 17:32:41.19",37.756767,-0.826581,355.51,0.01909707,355.51,,,88.03,11.23,,14,0.5767,65,3.875,-240.9
"2026-09-22 14:06:23.699","2026-09-22 17:32:41.191",37.756767,-0.826581,355.66,0.01844633,355.66,,,88.04,11.21,,14,0.5815,65,3.877,-240.9
"2026-09-22 14:06:24.699","2026-09-22 17:32:41.191",37.756767,-0.826581,355.47,0.01709904,355.47,,,88.07,11.22,,14,0.5859,65,3.877,-240.9
"2026-09-22 14:06:25.699","2026-09-22 17:32:41.191",37.756767,-0.826580,355.57,0.02020019,355.57,,,88.07,11.22,,14,0.5898,65,3.875,-240.9
"2026-09-22 14:06:26.699","2026-09-22 17:32:41.192",37.756767,-0.826580,355.77,0.02489285,355.77,,,88.05,11.21,,14,0.5928,65,3.877,-240.8
"2026-09-22 14:06:27.699","2026-09-22 17:32:41.192",37.756767,-0.826580,355.62,0.0163857,355.62,,,88.04,11.21,,14,0.5967,66,3.879,-240.9
"2026-09-22 14:06:28.699","2026-09-22 17:32:41.192",37.756767,-0.826580,355.37,0.01747966,355.37,,,87.99,11.21,,14,0.5996,65,3.877,-240.9
"2026-09-22 14:06:29.699","2026-09-22 17:32:41.193",37.756767,-0.826580,355.34,0.02616687,355.34,,,88.01,11.21,,14,0.6025,65,3.877,-240.9
"2026-09-22 14:06:30.699","2026-09-22 17:32:41.193",37.756767,-0.826580,355.46,0.02204333,355.46,,,88.04,11.21,,14,0.606,67,3.887,-240.8
"2026-09-22 14:06:31.699","2026-09-22 17:32:41.193",37.756767,-0.826580,355.69,0.02081689,355.69,,,88.06,11.24,,14,0.6079,68,3.896,-240.8
"2026-09-22 14:06:32.699","2026-09-22 17:32:41.194",37.756767,-0.826580,355.73,0.03252201,355.73,,,88.04,11.24,,14,0.6099,67,3.889,-240.9
"2026-09-22 14:06:33.699","2026-09-22 17:32:41.194",37.756766,-0.826580,355.54,0.01650849,355.54,,,88.05,11.24,,14,0.6128,65,3.877,-240.8
"2026-09-22 14:06:34.699","2026-09-22 17:32:41.194",37.756766,-0.826580,355.62,0.02159747,355.62,,,88.05,11.26,,14,0.6147,65,3.879,-240.9
"2026-09-22 14:06:35.699","2026-09-22 17:32:41.195",37.756766,-0.826580,355.63,0.01704219,355.63,,,88.04,11.25,,14,0.6167,66,3.879,-240.8
"2026-09-22 14:06:36.699","2026-09-22 17:32:41.195",37.756766,-0.826580,355.66,0.02435107,355.66,,,88.04,11.23,,14,0.6177,64,3.871,-240.9
"2026-09-22 14:06:37.699","2026-09-22 17:32:41.195",37.756766,-0.826580,355.57,0.02553083,355.57,,,88.04,11.25,,14,0.6196,65,3.875,-240.6
"2026-09-22 14:06:38.699","2026-09-22 17:32:41.196",37.756766,-0.826580,355.74,0.02234487,355.74,,,88.05,11.23,,14,0.6206,65,3.875,-240.8
"2026-09-22 14:06:39.699","2026-09-22 17:32:41.196",37.756766,-0.826580,355.67,0.01005132,355.67,,,88.06,11.24,,14,0.6226,66,3.883,-240.8
"2026-09-22 14:06:40.699","2026-09-22 17:32:41.196",37.756766,-0.826580,355.84,0.02469992,355.84,,,88.06,11.24,,14,0.6235,68,3.891,-240.8
"2026-09-22 14:06:41.699","2026-09-22 17:32:41.197",37.756766,-0.826580,355.77,0.01769393,355.77,,,88.04,11.24,,14,0.625,66,3.885,-240.8
"2026-09-22 14:06:42.699","2026-09-22 17:32:41.197",37.756766,-0.826580,355.79,0.03057556,355.79,,,88.06,11.24,,14,0.6216,65,3.877,-240.6
"2026-09-22 14:06:43.699","2026-09-22 17:32:41.197",37.756766,-0.826580,355.76,0.04759289,355.76,,,88.06,11.26,,14,0.6206,65,3.875,-240.8
"2026-09-22 14:06:44.699","2026-09-22 17:32:41.198",37.756766,-0.826580,355.57,0.09920635,355.57,,,88.06,11.25,,13,0.6177,65,3.877,-240.8
"2026-09-22 14:06:45.699","2026-09-22 17:32:41.198",37.756765,-0.826580,355.7,0.04419738,355.7,,,88.05,11.25,,14,0.6177,64,3.869,-240.6
"2026-09-22 14:06:46.699","2026-09-22 17:32:41.198",37.756766,-0.826581,355.69,0.0368982,355.69,,,88.06,11.24,,14,0.6138,65,3.877,-240.5
"2026-09-22 14:06:47.699","2026-09-22 17:32:41.199",37.756766,-0.826581,355.68,0.02708458,355.68,,,88.07,11.23,,14,0.6089,66,3.879,-240.6
"2026-09-22 14:06:48.699","2026-09-22 17:32:41.199",37.756766,-0.826581,355.73,0.02153277,355.73,,,88.05,11.23,,14,0.606,64,3.871,-240.8
"2026-09-22 14:06:49.699","2026-09-22 17:32:41.199",37.756766,-0.826581,355.8,0.02627209,355.8,,,88.03,11.21,,14,0.6025,64,3.871,-240.6
"2026-09-22 14:06:50.699","2026-09-22 17:32:41.2",37.756766,-0.826582,355.83,0.03088003,355.83,,,98.58,3.22,,14,0.6016,65,3.877,-240.6
"2026-09-22 14:06:51.699","2026-09-22 17:32:41.2",37.756764,-0.826582,356.5,0.08978615,356.5,,,135.82,-28.33,,15,0.6006,65,3.875,-240.6
"2026-09-22 14:06:52.699","2026-09-22 17:32:41.2",37.756766,-0.826583,350.9,0.2986465,350.9,,,121.39,-31.48,,14,0.6025,66,3.879,-240.6
"2026-09-22 14:06:53.699","2026-09-22 17:32:41.201",37.756769,-0.826587,346.67,0.5580032,341.44,,,100.52,12.91,,15,0.6167,66,3.883,-240.5
"2026-09-22 14:06:54.699","2026-09-22 17:32:41.201",37.756766,-0.826592,311.41,0.8199068,291.56,,,81.58,15.48,,13,0.6309,66,3.879,-240.5
"2026-09-22 14:06:55.699","2026-09-22 17:32:41.201",37.756765,-0.826585,276.57,0.6941456,183.74,,,80.19,10.78,,14,0.6328,69,3.902,-240.5
"2026-09-22 14:06:56.699","2026-09-22 17:32:41.202",37.756767,-0.826570,289.98,1.278504,89.5,,,84.62,12.26,,12,0.6416,66,3.881,-240.5
"2026-09-22 14:06:57.699","2026-09-22 17:32:41.202",37.756766,-0.826557,334.19,1.375889,98.22,,,87.03,16.46,,13,0.668,65,3.875,-240.6
"2026-09-22 14:06:58.699","2026-09-22 17:32:41.202",37.756763,-0.826548,342.48,1.094624,105.96,,,86.49,11.8,,14,0.688,67,3.885,-240.6
"2026-09-22 14:06:59.699","2026-09-22 17:32:41.203",37.756759,-0.826549,323.86,0.6500437,115.79,,,87.38,4.63,,13,0.7065,67,3.887,-240.6
"2026-09-22 14:07:00.699","2026-09-22 17:32:41.203",37.756754,-0.826552,263.33,1.05219,195.99,,,83.71,7.46,,13,0.6797,65,3.877,-240.6
"2026-09-22 14:07:01.699","2026-09-22 17:32:41.203",37.756758,-0.826557,197.6,0.5229727,161.77,,,83.45,4,,13,0.667,65,3.877,-240.4
"2026-09-22 14:07:02.599","2026-09-22 17:32:41.204",37.756766,-0.826562,189.9,0.2861923,189.44,,,85.66,0.63,,13,0.6597,67,3.891,-240.6
"2026-09-22 14:07:03.699","2026-09-22 17:32:41.204",37.756767,-0.826564,202.74,0.4974266,202.74,,,85.96,5.65,,13,0.6729,66,3.879,-240.5
"2026-09-22 14:07:04.699","2026-09-22 17:32:41.204",37.756759,-0.826561,173.04,0.7164316,211.66,,,88.32,3.91,,14,0.6777,69,3.902,-240.5
"2026-09-22 14:07:05.699","2026-09-22 17:32:41.205",37.756753,-0.826553,107.55,1.385961,142.15,,,91.72,4.13,,14,0.6797,66,3.879,-240.6
"2026-09-22 14:07:06.699","2026-09-22 17:32:41.205",37.756743,-0.826557,86.2,1.025069,158.75,,,89.32,6.47,,13,0.6738,65,3.877,-240.5
"2026-09-22 14:07:07.699","2026-09-22 17:32:41.205",37.756727,-0.826560,89.15,1.447462,189.96,,,82.26,9.65,,14,0.6836,67,3.887,-240.5
"2026-09-22 14:07:08.699","2026-09-22 17:32:41.206",37.756715,-0.826559,74.87,1.508531,182.09,,,71.79,8.51,,14,0.6768,67,3.887,-240.6
"2026-09-22 14:07:09.699","2026-09-22 17:32:41.206",37.756705,-0.826556,62.11,1.139282,166.35,,,73.4,8.46,,13,0.6729,65,3.877,-240.6
"2026-09-22 14:07:10.699","2026-09-22 17:32:41.206",37.756696,-0.826556,61.43,1.037398,166.48,,,76.39,6.87,,14,0.6748,67,3.889,-240.5
"2026-09-22 14:07:11.699","2026-09-22 17:32:41.207",37.756686,-0.826552,68.46,1.057444,171.75,,,73.11,7.36,,14,0.6777,65,3.877,-240.5
"2026-09-22 14:07:12.7","2026-09-22 17:32:41.207",37.756680,-0.826548,59.56,1.000977,150.4,,,68.44,6.3,,13,0.6855,66,3.883,-240.5
"2026-09-22 14:07:13.7","2026-09-22 17:32:41.208",37.756670,-0.826544,59.14,0.9891419,162.22,,,67.03,7.82,,14,0.6948,68,3.891,-240.5
"2026-09-22 14:07:14.7","2026-09-22 17:32:41.208",37.756662,-0.826542,60.38,1.046704,168.54,,,60.38,6.93,,14,0.709,67,3.889,-240.4
"2026-09-22 14:07:15.7","2026-09-22 17:32:41.208",37.756655,-0.826536,50.32,0.9714518,147.12,,,65.34,1.49,,13,0.73,67,3.887,-240.4
"2026-09-22 14:07:16.7","2026-09-22 17:32:41.209",37.756649,-0.826527,48.76,1.033642,144.44,,,64.3,1.79,,14,0.752,69,3.898,-240.4
"2026-09-22 14:07:17.7","2026-09-22 17:32:41.209",37.756641,-0.826523,48.78,0.8410853,133.1,,,66.22,5.57,,14,0.7637,69,3.9,-240.4
"2026-09-22 14:07:18.7","2026-09-22 17:32:41.21",37.756635,-0.826519,51.24,0.9827534,148.39,,,65.29,-0.38,,14,0.7798,69,3.898,-240.4
"2026-09-22 14:07:19.7","2026-09-22 17:32:41.21",37.756628,-0.826515,62.1,0.7132142,150.11,,,60.8,5.6,,14,0.8037,66,3.881,-240.4
"2026-09-22 14:07:20.7","2026-09-22 17:32:41.21",37.756621,-0.826510,56.88,0.8837745,146.16,,,62.2,3.13,,14,0.8105,65,3.877,-240.5
"2026-09-22 14:07:21.7","2026-09-22 17:32:41.211",37.756615,-0.826502,51.04,0.9963953,146.91,,,61.17,-1.96,,14,0.8228,64,3.869,-240.2
"2026-09-22 14:07:22.7","2026-09-22 17:32:41.211",37.756607,-0.826495,46.68,0.8742996,136.33,,,62.49,6.9,,14,0.834,65,3.873,-240.4
"2026-09-22 14:07:23.7","2026-09-22 17:32:41.211",37.756597,-0.826489,48.67,1.146276,143.18,,,59.7,1.59,,15,0.8428,65,3.875,-240.4
"2026-09-22 14:07:24.7","2026-09-22 17:32:41.212",37.756589,-0.826482,60.28,1.038772,154.29,,,55.77,1.44,,14,0.8447,65,3.875,-240.2
"2026-09-22 14:07:25.7","2026-09-22 17:32:41.212",37.756580,-0.826479,58.13,1.039796,152.55,,,54.31,2.83,,14,0.8408,64,3.871,-240.2
"2026-09-22 14:07:26.7","2026-09-22 17:32:41.212",37.756573,-0.826473,58.67,0.9915557,153.92,,,57.2,0.48,,14,0.8359,65,3.875,-240.2
"2026-09-22 14:07:27.7","2026-09-22 17:32:41.213",37.756565,-0.826467,55.36,0.9042761,140.49,,,54.01,4.88,,14,0.834,65,3.877,-240.4
"2026-09-22 14:07:28.7","2026-09-22 17:32:41.213",37.756556,-0.826463,56.33,0.9452835,147.7,,,57.21,10.29,,14,0.8296,67,3.891,-240.2
"2026-09-22 14:07:29.7","2026-09-22 17:32:41.213",37.756549,-0.826460,54.03,0.8497598,165.74,,,53.35,4.89,,14,0.8369,65,3.871,-240.4
"2026-09-22 14:07:30.7","2026-09-22 17:32:41.214",37.756542,-0.826456,56.23,1.052391,159.64,,,53.97,7.9,,14,0.8525,66,3.883,-240.4
"2026-09-22 14:07:31.7","2026-09-22 17:32:41.214",37.756535,-0.826449,52.46,0.8573964,146.86,,,56.23,6.04,,14,0.8628,66,3.881,-240.2
"2026-09-22 14:07:32.7","2026-09-22 17:32:41.214",37.756529,-0.826443,47.82,0.8469429,148.48,,,53.3,5.94,,14,0.8779,64,3.871,-240.4
"2026-09-22 14:07:33.7","2026-09-22 17:32:41.215",37.756521,-0.826440,49.59,0.8886476,143.5,,,58.75,5.04,,14,0.8926,65,3.875,-240.2
"2026-09-22 14:07:34.7","2026-09-22 17:32:41.215",37.756515,-0.826435,61.15,0.9158608,161.99,,,53.79,1.47,,14,0.8828,66,3.879,-240.2
"2026-09-22 14:07:35.7","2026-09-22 17:32:41.216",37.756508,-0.826433,66.68,0.8909108,149.99,,,51.33,4.99,,14,0.8687,66,3.881,-240.2
"2026-09-22 14:07:36.7","2026-09-22 17:32:41.216",37.756502,-0.826425,64.56,0.9437966,156.42,,,55.14,2.37,,14,0.8618,66,3.879,-240.1
"2026-09-22 14:07:37.7","2026-09-22 17:32:41.216",37.756495,-0.826414,50.62,1.004244,131.04,,,52.97,5.93,,14,0.8618,65,3.875,-240.2
"2026-09-22 14:07:38.7","2026-09-22 17:32:41.217",37.756489,-0.826408,46,1.074236,126.78,,,55.31,8.33,,14,0.8647,65,3.877,-240.1
"2026-09-22 14:07:39.7","2026-09-22 17:32:41.217",37.756483,-0.826401,46.96,0.8894445,133.72,,,52.42,8.94,,14,0.8628,65,3.873,-240
"2026-09-22 14:07:40.7","2026-09-22 17:32:41.217",37.756477,-0.826398,51.74,0.9646267,146.29,,,49.22,12.44,,14,0.8638,64,3.871,-240.1
"2026-09-22 14:07:41.7","2026-09-22 17:32:41.218",37.756471,-0.826389,52.12,0.9957393,132.67,,,58.75,8.27,,14,0.8687,65,3.871,-240.2
"2026-09-22 14:07:42.7","2026-09-22 17:32:41.218",37.756463,-0.826384,53.61,1.096864,146.73,,,70,5.76,,13,0.8848,65,3.875,-240.2
"2026-09-22 14:07:43.6","2026-09-22 17:32:41.219",37.756459,-0.826381,52.83,0.872501,132.47,,,71.33,3.77,,15,0.8979,65,3.875,-240.2
"2026-09-22 14:07:44.7","2026-09-22 17:32:41.219",37.756451,-0.826377,59.05,0.6738315,170.17,,,68.24,5.81,,14,0.9136,65,3.877,-240.1
"2026-09-22 14:07:45.7","2026-09-22 17:32:41.22",37.756446,-0.826373,57.6,0.9834751,146.92,,,75.12,3.86,,15,0.9287,64,3.871,-240.1
"2026-09-22 14:07:46.7","2026-09-22 17:32:41.22",37.756440,-0.826368,61.99,0.7519383,156.22,,,66.46,8.38,,15,0.9277,64,3.869,-240.1
"2026-09-22 14:07:47.7","2026-09-22 17:32:41.22",37.756434,-0.826362,54.44,0.9289175,128.35,,,75.6,5.77,,15,0.9287,65,3.873,-240.1
"2026-09-22 14:07:48.7","2026-09-22 17:32:41.221",37.756430,-0.826356,53.16,0.7689363,150.61,,,76.32,3.22,,15,0.9287,65,3.873,-240.2
"2026-09-22 14:07:49.7","2026-09-22 17:32:41.221",37.756425,-0.826351,49.48,0.759855,120.06,,,77.71,3.59,,15,0.9199,66,3.879,-240
"2026-09-22 14:07:50.7","2026-09-22 17:32:41.221",37.756419,-0.826344,53.56,0.7994208,151.31,,,76.97,3.3,,15,0.9155,65,3.875,-240.1
"2026-09-22 14:07:51.7","2026-09-22 17:32:41.222",37.756412,-0.826339,48.02,0.8767459,130.99,,,77.12,4.74,,15,0.9058,66,3.879,-240
